Author,Title,Conference,Date,Location
"〇Hwang B, Kato H, Morishita S, Matsuzaki F, Kubota H",シグナル伝達経路の臓器特異的な制御におけるAktアイソフォームの意義の定量的解明,ムーンショット目標２「第3回 若手ワークショップ」,"Nov, 2024","Nagoya, Aichi, Japan"
